timestamp,lwir_source,rgb_source,class_id,class_name,confidence,lwir_bbox_xyxy,rgb_bbox_xyxy
1745445868.0384572,/media/sauron/SAURON/Out/image_00021298.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067887.png,0,AOI,0.8556,"[190, 234, 248, 283]","[2509, 1342, 2880, 1629]"
1745445869.813816,/media/sauron/SAURON/Out/image_00021372.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067888.png,0,AOI,0.8464,"[191, 188, 248, 235]","[2509, 1624, 2874, 1899]"
1745445871.65628,/media/sauron/SAURON/Out/image_00021445.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067889.png,0,AOI,0.8573,"[192, 143, 248, 190]","[2509, 1887, 2868, 2163]"
1745445873.4475002,/media/sauron/SAURON/Out/image_00021519.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067890.png,0,AOI,0.8366,"[195, 102, 252, 148]","[2484, 2133, 2848, 2403]"
1745445875.2652352,/media/sauron/SAURON/Out/image_00021593.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067891.png,0,AOI,0.8367,"[198, 63, 254, 107]","[2471, 2374, 2829, 2631]"
1745445877.2351837,/media/sauron/SAURON/Out/image_00021667.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067892.png,0,AOI,0.8283,"[203, 27, 258, 68]","[2445, 2602, 2797, 2842]"
1745445879.295426,/media/sauron/SAURON/Out/image_00021740.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067893.png,0,AOI,0.8158,"[207, 0, 260, 35]","[2432, 2795, 2772, 2999]"
1745445986.3996356,/media/sauron/SAURON/Out/image_00025722.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067947.png,0,AOI,0.6006,"[215, 0, 272, 10]","[2356, 2942, 2720, 2999]"
1745445988.2699497,/media/sauron/SAURON/Out/image_00025796.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067948.png,0,AOI,0.8174,"[213, 1, 267, 42]","[2388, 2754, 2733, 2995]"
1745445990.2072291,/media/sauron/SAURON/Out/image_00025869.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067949.png,0,AOI,0.8425,"[207, 33, 264, 76]","[2407, 2555, 2772, 2807]"
1745445992.0770233,/media/sauron/SAURON/Out/image_00025943.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067950.png,0,AOI,0.8425,"[203, 69, 262, 114]","[2420, 2333, 2797, 2596]"
1745445993.8849063,/media/sauron/SAURON/Out/image_00026017.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067951.png,0,AOI,0.8315,"[200, 109, 262, 157]","[2420, 2081, 2816, 2362]"
1745445995.7188306,/media/sauron/SAURON/Out/image_00026090.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067952.png,0,AOI,0.8438,"[197, 149, 263, 201]","[2413, 1823, 2836, 2127]"
1745445997.5615356,/media/sauron/SAURON/Out/image_00026164.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067953.png,0,AOI,0.8507,"[196, 196, 259, 245]","[2439, 1565, 2842, 1852]"
1745445999.450686,/media/sauron/SAURON/Out/image_00026238.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067954.png,0,AOI,0.8606,"[197, 244, 257, 290]","[2452, 1301, 2836, 1571]"
